date,player_id,player_name,team,prop_type,lineup_status,lineup_position,verdict,logged_at,actual_result,actual_stat_value,model_probability,sportsbook_odds,sportsbook_line,implied_probability,edge,best_book,xba,xwoba,hard_hit_pct,sweet_spot_pct,whiff_pct,ev50,exit_velocity,barrel_pct,hr_fb_ratio,launch_angle_pct,pitcher_xera,pitcher_hr9,park_factor,platoon_adv,weather_adjustment
2026-05-01,596115,Trevor Story,BOS,hit,official,5,NO,2026-05-02T03:04:41.848541+00:00,1,2.0,0.5862,,,,,,0.214,0.251,0.429,0.321,0.301,99.222320476,,0.023,0.0,,3.85,1.91,0.5714285714285714,0.38,0.0
2026-05-01,605137,Josh Bell,MIN,hit,probable_recent,4,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6151,,,,,,0.241,0.332,0.427,0.371,0.264,99.386003111,,0.071,0.0,,5.9,1.09,0.5714285714285714,0.55,0.0
2026-05-01,605170,Victor Caratini,MIN,hit,probable_recent,5,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6121,,,,,,0.255,0.34,0.318,0.394,0.184,97.512559697,,0.032,0.0,,5.9,1.09,0.5714285714285714,0.55,0.0
2026-05-01,607043,Brandon Nimmo,TEX,hit,official,1,LEAN,2026-05-02T03:04:41.840343+00:00,1,2.0,0.6309,,,,,,0.293,0.37,0.469,0.337,0.246,100.88591449,,0.071,0.0,,5.46,1.55,0.5714285714285714,0.62,0.0
2026-05-01,608324,Alex Bregman,CHC,hit,official,3,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.6073,,,,,,0.254,0.334,0.452,0.269,0.168,99.622981731,,0.056,0.0,,4.95,0.56,0.5714285714285714,0.38,0.0
2026-05-01,608348,Carson Kelly,CHC,hit,official,7,LEAN,2026-05-02T03:04:41.844500+00:00,1,2.0,0.6126,,,,,,0.273,0.369,0.5,0.3,0.207,101.154097667,,0.08,0.0,,4.95,0.56,0.5714285714285714,0.38,0.0
2026-05-01,608369,Corey Seager,TEX,hit,official,3,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6126,,,,,,0.238,0.335,0.43,0.367,0.357,101.53614525,,0.085,0.0,,5.46,1.55,0.5714285714285714,0.62,0.0
2026-05-01,621020,Dansby Swanson,CHC,hit,official,9,NO,2026-05-02T03:04:41.846523+00:00,1,1.0,0.5984,,,,,,0.225,0.352,0.479,0.356,0.3,100.437966757,,0.074,0.0,,4.95,0.56,0.5714285714285714,0.38,0.0
2026-05-01,621043,Carlos Correa,HOU,hit,official,1,NO,2026-05-02T03:04:41.846523+00:00,1,3.0,0.596,,,,,,0.288,0.357,0.419,0.349,0.215,102.098233023,,0.066,0.0,,0.0,1.8,0.5714285714285714,0.38,0.0
2026-05-01,621439,Byron Buxton,MIN,hit,probable_recent,1,LEAN,2026-05-02T03:04:41.844500+00:00,1,2.0,0.6097,,,,,,0.221,0.308,0.455,0.352,0.329,100.619467273,,0.104,0.0,,5.9,1.09,0.5714285714285714,0.38,0.0
2026-05-01,621493,Taylor Ward,BAL,hit,official,2,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.637,,,,,,0.295,0.387,0.379,0.389,0.168,99.44276125,,0.035,0.0,,3.51,0.96,0.5714285714285714,0.38,0.0
2026-05-01,621566,Matt Olson,ATL,hit,probable_recent,4,LEAN,2026-05-02T03:04:41.834063+00:00,1,1.0,0.6478,,,,,,0.257,0.389,0.495,0.355,0.259,104.67401766,,0.119,0.0,,5.35,1.85,0.5714285714285714,0.62,0.0
2026-05-01,623168,Tyler Heineman,TOR,hit,probable_recent,9,YES,2026-05-02T03:04:41.834063+00:00,1,1.0,0.661,,,,,,0.429,0.51,0.625,0.688,0.0,87.3,,0.118,0.0,,4.82,2.08,0.5714285714285714,0.55,0.0
2026-05-01,624413,Pete Alonso,BAL,hit,official,4,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.6213,,,,,,0.22,0.326,0.554,0.289,0.281,102.523330714,,0.052,0.0,,3.51,0.96,0.5714285714285714,0.38,0.0
2026-05-01,624641,Edmundo Sosa,PHI,hit,official,5,LEAN,2026-05-02T03:04:41.838323+00:00,1,2.0,0.6432,,,,,,0.297,0.335,0.412,0.324,0.234,101.697419412,,0.045,0.0,,5.15,1.49,0.5714285714285714,0.38,0.0
2026-05-01,641343,Jake Bauers,MIL,hit,official,4,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.646,,,,,,0.266,0.335,0.551,0.295,0.254,103.690324615,,0.073,0.0,,4.6,1.04,0.5714285714285714,0.62,0.0
2026-05-01,641355,Cody Bellinger,NYY,hit,official,4,LEAN,2026-05-02T03:04:41.838323+00:00,1,2.0,0.6357,,,,,,0.274,0.361,0.402,0.37,0.197,98.48647087,,0.047,0.0,,3.64,1.65,0.5714285714285714,0.62,0.0
2026-05-01,641584,Jake Fraley,TB,hit,official,7,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6156,,,,,,0.213,0.303,0.25,0.455,0.21,96.23033,,0.06,0.0,,4.51,1.59,0.5714285714285714,0.62,0.0
2026-05-01,642708,Amed Rosario,NYY,hit,official,5,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.625,,,,,,0.274,0.381,0.396,0.313,0.256,102.02745875,,0.095,0.0,,3.64,1.65,0.5714285714285714,0.38,0.0
2026-05-01,642715,Willy Adames,SF,hit,official,6,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6132,,,,,,0.207,0.27,0.402,0.341,0.26,99.167949756,,0.062,0.0,,4.36,0.31,0.5714285714285714,0.38,0.0
2026-05-01,643289,Mauricio Dubón,ATL,hit,probable_recent,6,LEAN,2026-05-02T03:04:41.843118+00:00,1,2.0,0.6264,,,,,,0.252,0.303,0.315,0.337,0.174,97.220851556,,0.051,0.0,,5.35,1.85,0.5714285714285714,0.38,0.0
2026-05-01,643376,Danny Jansen,TEX,hit,official,9,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5713,,,,,,0.175,0.24,0.318,0.273,0.277,97.453632727,,0.027,0.0,,5.46,1.55,0.5714285714285714,0.38,0.0
2026-05-01,645277,Ozzie Albies,ATL,hit,probable_recent,3,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.637,,,,,,0.264,0.315,0.309,0.373,0.227,97.702488909,,0.037,0.0,,5.35,1.85,0.5714285714285714,0.55,0.0
2026-05-01,646240,Rafael Devers,SF,hit,official,5,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6206,,,,,,0.216,0.26,0.415,0.317,0.319,100.692263902,,0.047,0.0,,4.36,0.31,0.5714285714285714,0.62,0.0
2026-05-01,650333,Luis Arraez,SF,hit,official,3,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.6331,,,,,,0.299,0.308,0.19,0.353,0.079,93.61979193,,0.0,0.0,,4.36,0.31,0.5714285714285714,0.62,0.0
2026-05-01,650402,Gleyber Torres,DET,hit,official,1,NO,2026-05-02T03:04:41.846523+00:00,0,0.0,0.5979,,,,,,0.255,0.342,0.253,0.374,0.202,94.795662174,,0.036,0.0,,4.63,1.3,0.5714285714285714,0.38,0.0
2026-05-01,650489,Willi Castro,COL,hit,probable_recent,5,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6166,,,,,,0.207,0.283,0.438,0.313,0.328,100.007958333,,0.047,0.0,,4.15,1.45,0.5714285714285714,0.55,0.0
2026-05-01,650490,Yandy Díaz,TB,hit,official,4,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6463,,,,,,0.313,0.381,0.449,0.293,0.14,102.143756,,0.045,0.0,,4.51,1.59,0.5714285714285714,0.38,0.0
2026-05-01,650859,Luis Rengifo,MIL,hit,official,5,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.6237,,,,,,0.232,0.283,0.36,0.333,0.189,98.215426757,,0.053,0.0,,4.6,1.04,0.5714285714285714,0.55,0.0
2026-05-01,656305,Matt Chapman,SF,hit,official,2,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6132,,,,,,0.228,0.284,0.337,0.213,0.232,100.127323864,,0.03,0.0,,4.36,0.31,0.5714285714285714,0.38,0.0
2026-05-01,656811,Ryan O'Hearn,PIT,hit,official,4,LEAN,2026-05-02T03:04:41.840343+00:00,1,2.0,0.6304,,,,,,0.299,0.389,0.471,0.356,0.208,100.666209545,,0.055,0.0,,5.35,1.95,0.5714285714285714,0.62,0.0
2026-05-01,656941,Kyle Schwarber,PHI,hit,official,1,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.6417,,,,,,0.231,0.401,0.507,0.324,0.294,102.899743333,,0.108,0.0,,5.15,1.49,0.5714285714285714,0.62,0.0
2026-05-01,660271,Shohei Ohtani,LAD,hit,probable_recent,1,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6197,,,,,,0.183,0.239,0.378,0.203,0.314,75.3,,0.017,0.0,,5.82,2.0,0.5714285714285714,0.62,0.0
2026-05-01,660670,Ronald Acuña Jr.,ATL,hit,probable_recent,1,LEAN,2026-05-02T03:04:41.838323+00:00,1,2.0,0.6379,,,,,,0.256,0.375,0.424,0.315,0.288,101.548981739,,0.083,0.0,,5.35,1.85,0.5714285714285714,0.38,0.0
2026-05-01,661388,William Contreras,MIL,hit,official,3,LEAN,2026-05-02T03:04:41.838323+00:00,1,4.0,0.6356,,,,,,0.275,0.348,0.433,0.268,0.162,100.603782653,,0.065,0.0,,4.6,1.04,0.5714285714285714,0.38,0.0
2026-05-01,662139,Daulton Varsho,TOR,hit,probable_recent,5,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.6047,,,,,,0.256,0.315,0.333,0.346,0.207,97.415185641,,0.046,0.0,,4.82,2.08,0.5714285714285714,0.62,0.0
2026-05-01,663330,Jahmai Jones,DET,hit,official,3,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.6306,,,,,,0.294,0.39,0.565,0.435,0.282,103.4386025,,0.135,0.0,,4.63,1.3,0.5714285714285714,0.38,0.0
2026-05-01,663368,Blake Perkins,MIL,hit,official,8,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5907,,,,,,0.153,0.232,0.333,0.2,0.242,96.289829333,,0.021,0.0,,4.6,1.04,0.5714285714285714,0.55,0.0
2026-05-01,663538,Nico Hoerner,CHC,hit,official,1,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6138,,,,,,0.298,0.344,0.261,0.391,0.108,95.798525965,,0.021,0.0,,4.95,0.56,0.5714285714285714,0.38,0.0
2026-05-01,663586,Austin Riley,ATL,hit,probable_recent,5,LEAN,2026-05-02T03:04:41.844500+00:00,1,2.0,0.6182,,,,,,0.208,0.288,0.432,0.261,0.322,100.985161591,,0.052,0.0,,5.35,1.85,0.5714285714285714,0.38,0.0
2026-05-01,663647,Ke'Bryan Hayes,CIN,hit,official,9,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5924,,,,,,0.245,0.321,0.394,0.379,0.195,99.760368387,,0.096,0.0,,3.85,0.22,0.5714285714285714,0.38,0.0
2026-05-01,663656,Kyle Tucker,LAD,hit,probable_recent,4,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.6408,,,,,,0.235,0.316,0.42,0.364,0.232,98.956517273,,0.053,0.0,,5.82,2.0,0.5714285714285714,0.62,0.0
2026-05-01,663743,Nick Fortes,TB,hit,official,8,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6308,,,,,,0.28,0.307,0.424,0.273,0.149,100.724446667,,0.012,0.0,,4.51,1.59,0.5714285714285714,0.38,0.0
2026-05-01,663757,Trent Grisham,NYY,hit,official,9,LEAN,2026-05-02T03:04:41.843118+00:00,1,1.0,0.6208,,,,,,0.225,0.357,0.521,0.26,0.176,101.211032432,,0.088,0.0,,3.64,1.65,0.5714285714285714,0.62,0.0
2026-05-01,663837,Matt Vierling,DET,hit,official,6,LEAN,2026-05-02T03:04:41.846523+00:00,0,0.0,0.6079,,,,,,0.263,0.307,0.415,0.377,0.142,99.239982692,,0.029,0.0,,4.63,1.3,0.5714285714285714,0.38,0.0
2026-05-01,663886,Tyler Stephenson,CIN,hit,official,8,NO,2026-05-02T03:04:41.846523+00:00,0,0.0,0.5984,,,,,,0.219,0.34,0.571,0.367,0.275,101.534195833,,0.081,0.0,,3.85,0.22,0.5714285714285714,0.38,0.0
2026-05-01,663993,Nathaniel Lowe,CIN,hit,official,5,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6333,,,,,,0.318,0.426,0.5,0.477,0.176,102.433745714,,0.102,0.0,,3.85,0.22,0.5714285714285714,0.62,0.0
2026-05-01,664023,Ian Happ,CHC,hit,official,4,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5882,,,,,,0.2,0.328,0.378,0.284,0.348,100.541831892,,0.075,0.0,,4.95,0.56,0.5714285714285714,0.55,0.0
2026-05-01,664040,Brandon Lowe,PIT,hit,official,2,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6174,,,,,,0.252,0.356,0.449,0.359,0.355,101.01955,,0.083,0.0,,5.35,1.95,0.5714285714285714,0.62,0.0
2026-05-01,664761,Alec Bohm,PHI,hit,official,7,LEAN,2026-05-02T03:04:41.843118+00:00,1,2.0,0.6211,,,,,,0.218,0.271,0.382,0.36,0.194,98.943323111,,0.8,0.0,,5.15,1.49,0.5714285714285714,0.38,0.0
2026-05-01,664983,Jake McCarthy,COL,hit,probable_recent,2,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6145,,,,,,0.252,0.304,0.229,0.229,0.263,96.089259524,,0.03,0.0,,4.15,1.45,0.5714285714285714,0.62,0.0
2026-05-01,665489,Vladimir Guerrero Jr.,TOR,hit,probable_recent,3,LEAN,2026-05-02T03:04:41.842364+00:00,0,0.0,0.6293,,,,,,0.332,0.396,0.459,0.337,0.211,103.398720816,,0.092,0.0,,4.82,2.08,0.5714285714285714,0.38,0.0
2026-05-01,665561,Rafael Marchán,PHI,hit,official,9,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.591,,,,,,0.154,0.194,0.27,0.27,0.174,95.55464,,0.02,0.0,,5.15,1.49,0.5714285714285714,0.55,0.0
2026-05-01,665750,Leody Taveras,BAL,hit,official,7,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6336,,,,,,0.277,0.373,0.373,0.471,0.259,99.233364,,0.038,0.0,,3.51,0.96,0.5714285714285714,0.55,0.0
2026-05-01,665833,Oneil Cruz,PIT,hit,official,1,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.633,,,,,,0.263,0.366,0.623,0.364,0.402,107.795437436,,0.124,0.0,,5.35,1.95,0.5714285714285714,0.62,0.0
2026-05-01,665862,Jazz Chisholm Jr.,NYY,hit,official,6,LEAN,2026-05-02T03:04:41.846523+00:00,1,1.0,0.6079,,,,,,0.204,0.278,0.419,0.243,0.295,100.277946667,,0.041,0.0,,3.64,1.65,0.5714285714285714,0.62,0.0
2026-05-01,665926,Andrés Giménez,TOR,hit,probable_recent,8,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5854,,,,,,0.229,0.258,0.278,0.267,0.215,96.185987778,,0.027,0.0,,4.82,2.08,0.5714285714285714,0.62,0.0
2026-05-01,665966,Carlos Narváez,BOS,hit,official,8,NO,2026-05-02T03:04:41.848541+00:00,0,0.0,0.5881,,,,,,0.212,0.249,0.457,0.37,0.262,99.925423182,,0.06,0.0,,3.85,1.91,0.5714285714285714,0.38,0.0
2026-05-01,666152,David Hamilton,MIL,hit,official,9,LEAN,2026-05-02T03:04:41.846523+00:00,1,2.0,0.6078,,,,,,0.226,0.3,0.279,0.177,0.201,96.8159952,,0.022,0.0,,4.6,1.04,0.5714285714285714,0.62,0.0
2026-05-01,666160,Mickey Moniak,COL,hit,probable_recent,1,LEAN,2026-05-02T03:04:41.843118+00:00,1,2.0,0.625,,,,,,0.231,0.316,0.369,0.323,0.273,99.526899091,,0.082,0.0,,4.15,1.45,0.5714285714285714,0.62,0.0
2026-05-01,666397,Edouard Julien,COL,hit,probable_recent,8,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.6429,,,,,,0.283,0.379,0.439,0.439,0.252,99.90077069,,0.066,0.0,,4.15,1.45,0.5714285714285714,0.62,0.0
2026-05-01,666464,Jerar Encarnacion,SF,hit,official,8,LEAN,2026-05-02T03:04:41.846523+00:00,0,0.0,0.6049,,,,,,0.185,0.207,0.348,0.391,0.178,97.9205625,,0.032,0.0,,4.36,0.31,0.5714285714285714,0.38,0.0
2026-05-01,666624,Christopher Morel,MIA,hit,official,8,NO,2026-05-02T03:04:41.848541+00:00,1,1.0,0.5782,,,,,,0.198,0.311,0.0,0.0,0.0,0.0,,0.0,0.0,,2.99,0.0,0.5714285714285714,0.38,0.0
2026-05-01,666969,Adolis García,PHI,hit,official,3,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6417,,,,,,0.252,0.325,0.5,0.363,0.292,101.7376565,,0.056,0.0,,5.15,1.49,0.5714285714285714,0.38,0.0
2026-05-01,668709,JJ Bleday,CIN,hit,official,7,LEAN,2026-05-02T03:04:41.844500+00:00,0,0.0,0.6137,,,,,,0.504,0.65,0.0,0.0,0.0,0.0,,0.0,0.0,,3.85,0.22,0.5714285714285714,0.62,0.0
2026-05-01,668715,Spencer Steer,CIN,hit,official,6,NO,2026-05-02T03:04:41.846523+00:00,1,1.0,0.5974,,,,,,0.252,0.365,0.386,0.4,0.242,100.340862424,,0.1,0.0,,3.85,0.22,0.5714285714285714,0.38,0.0
2026-05-01,668723,Ryan Vilade,TB,hit,official,3,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6349,,,,,,0.264,0.3,0.32,0.48,0.208,98.130013077,,0.0,0.0,,4.51,1.59,0.5714285714285714,0.38,0.0
2026-05-01,668804,Bryan Reynolds,PIT,hit,official,3,LEAN,2026-05-02T03:04:41.846523+00:00,1,2.0,0.6068,,,,,,0.229,0.341,0.442,0.312,0.298,101.900971282,,0.049,0.0,,5.35,1.95,0.5714285714285714,0.55,0.0
2026-05-01,668885,Austin Martin,MIN,hit,probable_recent,2,LEAN,2026-05-02T03:04:41.844500+00:00,1,3.0,0.6145,,,,,,0.269,0.382,0.365,0.308,0.145,97.292531154,,0.023,0.0,,5.9,1.09,0.5714285714285714,0.38,0.0
2026-05-01,668904,Royce Lewis,MIN,hit,probable_recent,7,LEAN,2026-05-02T03:04:41.846523+00:00,0,0.0,0.6032,,,,,,0.227,0.315,0.444,0.333,0.323,100.873816087,,0.079,0.0,,5.9,1.09,0.5714285714285714,0.38,0.0
2026-05-01,668930,Brice Turang,MIL,hit,official,2,YES,2026-05-02T03:04:41.834063+00:00,1,1.0,0.6627,,,,,,0.292,0.42,0.545,0.442,0.178,102.851809474,,0.07,0.0,,4.6,1.04,0.5714285714285714,0.62,0.0
2026-05-01,668939,Adley Rutschman,BAL,hit,official,3,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.6358,,,,,,0.254,0.324,0.471,0.373,0.119,99.826751154,,0.063,0.0,,3.51,0.96,0.5714285714285714,0.55,0.0
2026-05-01,669003,Garrett Mitchell,MIL,hit,official,1,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.6301,,,,,,0.211,0.341,0.488,0.326,0.42,104.512605714,,0.061,0.0,,4.6,1.04,0.5714285714285714,0.62,0.0
2026-05-01,669016,Brandon Marsh,PHI,hit,official,4,LEAN,2026-05-02T03:04:41.834063+00:00,1,1.0,0.6556,,,,,,0.275,0.317,0.5,0.423,0.204,100.715517949,,0.038,0.0,,5.15,1.49,0.5714285714285714,0.62,0.0
2026-05-01,669065,Kyle Stowers,MIA,hit,official,2,LEAN,2026-05-02T03:04:41.834063+00:00,0,0.0,0.6474,,,,,,0.287,0.345,0.667,0.259,0.293,100.90997,,0.024,0.0,,2.99,0.0,0.5714285714285714,0.62,0.0
2026-05-01,669224,Austin Wells,NYY,hit,official,8,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.62,,,,,,0.237,0.338,0.464,0.268,0.247,101.050226667,,0.034,0.0,,3.64,1.65,0.5714285714285714,0.62,0.0
2026-05-01,669257,Will Smith,LAD,hit,probable_recent,5,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6421,,,,,,0.266,0.358,0.365,0.405,0.146,99.235775135,,0.091,0.0,,5.82,2.0,0.5714285714285714,0.38,0.0
2026-05-01,669357,Nolan Gorman,STL,hit,probable_recent,5,LEAN,2026-05-02T03:04:41.844500+00:00,1,1.0,0.6171,,,,,,0.206,0.279,0.411,0.356,0.328,99.794571622,,0.034,0.0,,3.98,1.74,0.5714285714285714,0.62,0.0
2026-05-01,669364,Xavier Edwards,MIA,hit,official,4,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6367,,,,,,0.294,0.367,0.414,0.374,0.158,97.861009796,,0.038,0.0,,2.99,0.0,0.5714285714285714,0.55,0.0
2026-05-01,669394,Jake Burger,TEX,hit,official,6,NO,2026-05-02T03:04:41.846523+00:00,1,2.0,0.5972,,,,,,0.211,0.269,0.476,0.298,0.347,102.314158333,,0.062,0.0,,5.46,1.55,0.5714285714285714,0.38,0.0
2026-05-01,669477,Casey Schmitt,SF,hit,official,4,LEAN,2026-05-02T03:04:41.838323+00:00,1,1.0,0.6431,,,,,,0.28,0.37,0.467,0.4,0.223,101.08129,,0.108,0.0,,4.36,0.31,0.5714285714285714,0.38,0.0
2026-05-01,670541,Yordan Alvarez,HOU,hit,official,2,LEAN,2026-05-02T03:04:41.840343+00:00,0,0.0,0.6328,,,,,,0.372,0.529,0.495,0.457,0.19,104.662633585,,0.133,0.0,,0.0,1.8,0.5714285714285714,0.62,0.0
2026-05-01,670623,Isaac Paredes,HOU,hit,official,3,NO,2026-05-02T03:04:41.848541+00:00,1,2.0,0.5655,,,,,,0.232,0.298,0.259,0.333,0.179,96.130452195,,0.018,0.0,,0.0,1.8,0.5714285714285714,0.38,0.0
2026-05-01,670764,Taylor Walls,TB,hit,official,9,NO,2026-05-02T03:04:41.848541+00:00,1,2.0,0.5858,,,,,,0.174,0.242,0.19,0.286,0.252,94.252690556,,0.0,0.0,,4.51,1.59,0.5714285714285714,0.55,0.0
2026-05-01,670770,TJ Friedl,CIN,hit,official,1,NO,2026-05-02T03:04:41.848541+00:00,1,2.0,0.5756,,,,,,0.189,0.246,0.293,0.256,0.241,97.340279444,,0.016,0.0,,3.85,0.22,0.5714285714285714,0.62,0.0
2026-05-01,671056,Iván Herrera,STL,hit,probable_recent,2,LEAN,2026-05-02T03:04:41.840343+00:00,1,2.0,0.6343,,,,,,0.269,0.392,0.466,0.295,0.199,102.231374318,,0.056,0.0,,3.98,1.74,0.5714285714285714,0.38,0.0
2026-05-01,671218,Heliot Ramos,SF,hit,official,1,LEAN,2026-05-02T03:04:41.834063+00:00,0,0.0,0.6504,,,,,,0.28,0.333,0.554,0.378,0.279,105.361345278,,0.102,0.0,,4.36,0.31,0.5714285714285714,0.38,0.0
2026-05-01,671277,Luis García Jr.,WSH,hit,official,2,LEAN,2026-05-02T03:04:41.838323+00:00,0,0.0,0.6361,,,,,,0.281,0.324,0.464,0.286,0.161,101.947165366,,0.048,0.0,,3.05,0.95,0.5714285714285714,0.62,0.0
2026-05-01,671289,Tyler Freeman,COL,hit,probable_recent,4,LEAN,2026-05-02T03:04:41.840343+00:00,1,1.0,0.6318,,,,,,0.298,0.342,0.308,0.327,0.134,97.440615417,,0.0,0.0,,4.15,1.45,0.5714285714285714,0.38,0.0
